vehicle_count,queue_length,traffic_density,avg_speed,waiting_time,green_signal_ratio,monsoon_active,peak_hour,congestion_delay_sec
289,685.0,385.12,34.16,146.19,0.2756,0,1,216.325
456,633.0,58.27,17.14,175.53,0.4898,1,0,174.669
266,353.44,63.33,12.0,545.75,0.4839,0,0,167.456
78,367.52,121.58,20.29,600.0,0.5256,0,1,196.217
438,511.76,227.08,13.88,145.12,0.3125,0,0,168.88
123,592.28,165.46,29.1,156.3,0.4813,0,0,81.992
409,362.28,167.68,37.66,296.72,0.5557,0,0,106.63
431,385.66,257.2,13.27,386.43,0.8903,0,0,172.517
55,82.07,278.21,60.86,377.37,0.8079,0,0,71.698
323,551.36,93.26,27.52,185.07,0.4822,1,0,149.229
455,628.02,263.46,25.63,559.72,0.4172,0,0,280.53
473,520.61,110.23,26.35,528.72,0.8831,0,0,156.671
259,745.92,48.26,48.38,425.95,0.7871,0,0,126.641
323,566.53,83.97,29.58,577.45,0.6978,0,0,176.466
506,1000.0,183.8,33.57,340.88,0.4892,0,1,223.307
115,421.79,269.98,8.4,212.13,0.7426,0,0,126.587
346,266.74,193.82,12.35,213.12,0.6737,1,0,165.632
176,691.44,195.79,32.21,127.8,0.8124,0,0,100.261
171,576.79,20.05,11.92,105.8,0.6866,0,0,89.42
230,716.44,28.61,25.15,510.22,0.6263,0,0,154.418
703,906.58,423.31,21.52,600.0,0.6639,0,1,393.705
143,391.12,270.91,18.67,355.57,0.8422,0,0,136.264
145,157.54,147.04,13.48,430.22,0.5076,0,0,114.794
22,343.96,64.74,18.57,169.75,0.9341,0,0,52.904
99,715.4,27.31,6.68,42.07,0.481,1,0,120.051
494,708.59,306.32,16.59,280.95,0.3687,0,0,228.732
210,649.95,11.27,8.18,424.96,0.3328,0,0,174.629
119,466.02,80.83,53.0,425.62,0.274,0,0,95.845
807,685.9,306.46,8.35,588.16,0.3459,0,1,397.302
36,108.74,360.63,5.0,571.49,0.8769,1,0,237.639
403,526.15,68.49,31.9,250.98,0.3258,0,1,150.571
424,726.92,222.68,45.92,188.96,0.8076,0,0,132.006
404,562.41,108.21,20.19,79.51,0.2684,0,0,95.188
177,1000.0,408.42,21.75,600.0,0.2198,1,1,400.0
341,906.23,51.85,33.08,284.43,0.3275,1,0,205.366
316,68.39,278.05,45.64,270.48,0.5699,0,0,98.712
325,737.57,202.81,38.94,600.0,0.8541,0,0,218.25
143,758.35,358.76,26.05,260.7,0.3292,1,0,213.303
694,155.83,286.24,24.27,394.83,0.3261,1,1,278.703
443,1000.0,433.14,17.8,234.69,0.5694,0,1,295.091
387,167.13,220.49,31.71,269.18,0.5588,1,0,140.165
697,988.12,254.76,7.17,600.0,0.3338,0,1,392.123
430,267.85,40.21,43.99,512.47,0.4757,0,0,128.04
411,275.21,340.64,35.61,130.07,0.7142,1,0,137.947
269,958.51,187.05,5.0,600.0,0.3501,0,1,327.887
42,512.91,239.46,12.4,34.05,0.6816,1,0,93.902
310,93.13,190.23,50.18,490.97,0.7378,0,0,108.955
39,674.55,232.08,48.36,188.35,0.2323,0,0,84.204
548,460.89,262.13,26.66,95.32,0.563,0,1,160.192
347,496.03,202.35,58.7,237.2,0.8807,0,0,85.417
276,735.01,215.85,6.61,574.58,0.2533,1,0,335.244
96,85.75,195.32,41.36,150.29,0.2653,0,0,38.155
419,827.31,144.16,40.16,180.11,0.6032,0,0,107.904
310,361.41,236.91,16.63,117.26,0.6526,0,0,118.887
257,210.24,238.98,15.4,600.0,0.5298,0,0,207.953
303,523.1,219.22,28.05,278.47,0.8631,1,0,175.518
60,474.32,51.24,43.43,575.85,0.2926,0,0,143.678
596,86.89,178.07,21.65,139.52,0.2166,0,1,152.901
52,290.3,239.45,28.55,287.18,0.2045,0,0,133.383
302,479.72,279.93,44.22,281.18,0.7565,0,0,120.603
156,1000.0,130.54,14.61,317.65,0.1998,0,1,236.478
112,292.24,300.06,16.96,317.55,0.6514,0,0,135.674
133,373.81,87.4,39.69,227.12,0.8449,0,0,47.638
45,363.14,401.71,25.05,289.01,0.1699,0,1,179.896
461,270.04,264.37,52.21,256.57,0.2898,0,0,96.713
426,558.72,155.95,28.11,405.13,0.8029,0,0,179.478
37,289.16,297.83,50.2,308.49,0.3828,0,0,98.998
48,249.36,173.28,51.15,278.97,0.475,0,0,15.0
381,292.24,111.99,30.06,552.58,0.6291,0,0,173.215
24,525.37,237.12,35.92,376.9,0.7329,0,0,121.675
388,1000.0,78.61,21.1,600.0,0.2525,1,1,336.756
108,654.38,111.01,13.65,283.18,0.5978,0,1,168.519
323,516.96,75.16,46.45,485.5,0.755,0,0,131.708
476,556.58,205.43,38.49,51.68,0.2595,0,0,103.931
97,62.19,207.12,26.82,142.83,0.267,0,0,76.157
456,301.19,240.45,53.16,272.7,0.7169,0,0,81.667
415,220.03,267.62,13.31,558.28,0.5439,0,0,235.116
476,628.57,271.2,7.12,42.65,0.5358,0,0,158.747
392,376.16,279.55,11.06,298.79,0.3656,1,0,219.554
412,297.32,289.83,54.44,102.03,0.7177,0,0,85.468
323,449.7,87.21,25.35,151.82,0.2848,0,0,92.445
431,433.73,232.35,40.08,253.29,0.4405,0,0,130.301
117,1000.0,49.67,10.71,150.49,0.5103,0,1,153.822
387,333.26,42.75,32.19,462.99,0.8653,0,0,115.844
299,381.39,105.68,22.82,79.47,0.3339,1,0,128.897
47,522.32,38.2,18.45,362.01,0.6263,0,0,113.121
165,892.13,351.45,16.43,127.33,0.2367,1,0,207.935
121,739.52,143.89,18.63,96.95,0.4059,0,0,87.642
201,525.51,274.46,10.26,315.19,0.2756,0,0,187.755
115,437.62,147.46,28.35,231.5,0.7469,0,0,92.34
145,144.8,222.03,37.07,60.1,0.4708,0,0,15.0
172,820.15,96.96,9.83,65.16,0.8429,0,0,78.014
289,545.5,299.96,23.58,214.58,0.2223,0,0,166.487
79,177.52,20.07,28.68,472.72,0.7168,0,0,81.315
137,406.16,197.89,58.13,546.71,0.5859,0,0,130.134
262,899.91,460.99,21.7,117.94,0.525,0,1,232.479
249,228.0,253.61,54.98,133.45,0.8603,0,0,15.0
36,647.01,242.72,32.28,228.37,0.9107,0,0,108.207
498,554.43,96.83,45.91,425.8,0.7664,0,0,141.273
171,228.16,135.25,10.93,204.19,0.3485,0,0,122.515
147,1000.0,64.42,21.82,148.17,0.6994,1,0,169.888
309,1000.0,148.68,15.2,366.96,0.8702,1,0,261.584
448,261.73,12.19,42.69,416.67,0.4326,0,0,105.899
233,368.6,227.29,56.27,293.91,0.4567,0,0,76.572
139,745.19,284.0,46.97,393.91,0.5407,0,0,154.284
276,337.24,198.5,9.94,34.87,0.6853,0,0,91.023
396,1000.0,369.52,24.25,387.64,0.2843,0,1,315.793
216,209.7,151.78,48.45,370.89,0.3048,0,0,93.793
763,1000.0,121.11,5.0,600.0,0.2886,1,1,388.419
520,497.71,213.76,14.38,137.23,0.6431,0,0,147.968
304,426.44,130.42,25.4,213.01,0.2318,1,0,129.211
82,1000.0,209.94,12.85,285.51,0.6148,0,1,219.451
439,174.13,500.0,5.0,600.0,0.4429,1,1,377.067
442,291.68,165.36,34.12,201.63,0.282,1,0,133.781
498,355.2,130.76,35.16,566.16,0.7365,1,0,257.226
185,347.33,35.75,9.31,600.0,0.2956,1,1,264.117
182,194.16,444.84,24.55,600.0,0.5547,1,1,310.492
139,524.02,114.94,32.53,600.0,0.6027,0,1,224.982
433,209.41,180.68,37.2,79.09,0.5583,0,0,49.562
250,147.25,125.09,47.43,109.26,0.315,0,0,29.923
177,170.07,255.88,53.55,262.22,0.5071,0,0,46.401
163,712.76,278.45,46.7,449.71,0.6043,0,0,167.541
262,225.68,119.48,14.26,600.0,0.3337,0,1,220.18
443,622.72,258.57,14.41,316.41,0.7328,0,0,198.612
327,237.41,100.75,10.4,59.82,0.2921,1,1,145.412
129,76.55,53.11,14.58,142.17,0.7842,0,0,15.0
371,382.51,142.93,6.47,265.76,0.4884,0,0,166.444
310,349.04,104.11,30.56,426.76,0.6367,0,0,143.751
363,646.72,372.72,15.26,388.18,0.2316,1,0,287.861
394,618.47,241.01,11.04,571.69,0.342,0,0,310.763
67,283.18,288.42,52.89,191.99,0.5041,0,0,36.669
22,197.3,51.36,11.69,312.77,0.7316,0,0,51.854
41,626.04,218.68,39.43,121.19,0.8452,0,0,77.345
344,162.26,173.69,35.22,416.14,0.2444,0,0,154.945
500,603.04,39.97,56.2,499.0,0.8854,0,0,163.917
183,462.87,231.11,17.66,334.09,0.4221,0,0,177.924
419,384.12,361.07,11.32,268.42,0.8457,1,0,246.484
342,379.37,358.59,24.1,142.92,0.2366,1,0,169.46
519,307.4,287.72,33.7,563.75,0.5484,0,0,223.709
257,502.21,44.56,50.29,364.55,0.7657,0,0,98.144
150,1000.0,414.87,8.33,600.0,0.3208,0,1,362.852
384,267.13,283.54,20.39,41.71,0.8712,0,0,71.512
406,1000.0,275.66,5.0,164.17,0.8455,1,0,301.006
380,193.8,67.42,41.18,281.17,0.4491,0,0,63.951
446,201.11,175.58,15.06,335.16,0.212,1,0,211.144
206,443.23,36.04,17.65,247.93,0.3204,0,0,99.948
375,800.79,10.96,36.97,216.9,0.2235,0,0,122.014
142,573.06,376.08,11.39,297.46,0.6701,1,0,210.136
349,1000.0,500.0,5.0,384.48,0.2185,1,1,400.0
135,403.94,272.06,18.74,51.15,0.5278,0,0,52.342
101,1000.0,100.42,33.21,412.17,0.3423,1,0,201.318
38,902.54,260.54,25.09,478.47,0.8364,1,0,235.328
507,1000.0,215.59,19.58,378.13,0.3145,0,1,291.032
474,477.89,154.99,33.79,600.0,0.6542,0,0,233.61
172,414.89,144.83,62.8,561.33,0.6013,0,0,114.973
222,1000.0,357.62,5.0,359.25,0.4711,1,0,354.397
22,450.01,250.97,14.31,495.76,0.7671,0,0,196.344
219,281.48,240.66,49.93,328.47,0.267,0,0,97.033
165,956.11,24.5,22.89,164.55,0.6653,1,0,110.731
289,525.05,123.8,59.08,70.3,0.3146,0,0,32.844
468,669.01,249.97,29.63,239.91,0.2687,1,0,234.678
247,531.63,205.1,43.93,126.73,0.8698,0,0,83.41
340,466.22,368.95,25.18,542.01,0.3155,1,0,276.676
383,494.45,73.35,5.0,568.44,0.3829,1,0,272.26
97,211.29,34.23,50.77,337.26,0.1992,0,0,63.517
319,1000.0,406.6,21.1,574.18,0.5228,0,1,362.851
70,797.44,188.81,5.0,585.17,0.7308,1,0,300.85
230,962.16,215.85,10.22,451.95,0.2142,1,0,317.994
448,277.95,287.78,23.15,128.48,0.579,0,0,130.482
235,789.39,232.86,22.06,592.54,0.7683,0,0,239.454
240,304.14,222.13,6.46,354.98,0.7334,0,0,165.337
118,468.56,79.09,13.41,42.17,0.7472,1,0,84.079
156,818.1,188.97,50.94,143.78,0.242,0,0,99.266
440,740.82,184.14,22.78,501.11,0.3919,1,0,256.447
165,1000.0,243.43,15.55,109.24,0.5795,1,0,180.957
348,501.03,178.24,9.55,544.82,0.5767,0,0,235.53
40,227.3,18.94,48.05,497.96,0.7009,0,0,85.558
88,320.41,104.34,41.66,49.18,0.805,0,0,15.0
168,709.72,140.44,5.0,229.52,0.6816,0,0,114.558
457,434.99,146.34,58.84,343.08,0.5583,0,0,134.168
124,566.91,38.3,19.27,71.26,0.5972,0,0,47.341
553,314.9,379.62,12.53,600.0,0.1568,0,1,312.361
105,323.07,104.46,19.94,600.0,0.4946,0,0,160.171
326,693.73,149.19,58.99,388.41,0.2708,0,0,117.8
299,734.59,209.84,53.89,319.04,0.7063,0,0,134.522
303,387.38,302.91,25.4,514.97,0.7563,1,0,236.364
163,231.55,155.67,21.54,591.03,0.8973,1,0,195.403
95,66.78,49.54,24.05,531.64,0.5087,0,0,148.714
445,209.29,89.79,14.72,54.6,0.2516,1,0,125.257
282,648.6,55.85,24.01,91.37,0.2916,0,0,98.295
120,370.95,76.28,56.38,351.02,0.8503,0,0,49.575
233,383.0,236.5,26.78,156.0,0.3222,1,0,142.706
51,897.68,223.86,16.92,327.28,0.4766,1,0,215.743
390,1000.0,89.77,38.17,600.0,0.2132,0,1,293.22
224,339.67,198.28,13.63,574.65,0.7856,0,0,212.567
81,737.3,29.6,8.68,235.24,0.4179,0,0,114.244
251,417.38,255.77,24.79,534.1,0.4656,0,0,191.051
490,661.75,320.98,23.69,551.61,0.5357,1,1,367.673
438,745.13,171.99,6.76,417.59,0.6094,0,0,240.006
584,401.28,186.49,5.0,183.85,0.4416,1,1,223.595
266,819.57,152.9,24.85,66.17,0.2333,0,0,147.344
376,503.5,141.78,57.12,477.98,0.3454,0,0,158.962
144,698.97,267.06,24.61,389.19,0.3897,0,0,186.395
321,174.53,34.35,40.62,478.6,0.9119,0,0,74.782
21,452.05,171.22,36.11,95.86,0.3519,1,0,94.076
54,981.39,332.2,26.61,133.7,0.4627,1,0,163.588
323,688.07,158.0,10.3,68.47,0.3499,0,0,153.711
115,757.33,160.65,12.93,427.94,0.5127,0,0,154.818
362,374.59,343.33,12.66,400.32,0.2071,1,0,276.616
483,884.18,173.76,29.88,438.91,0.5588,0,1,280.456
51,360.56,11.0,47.0,113.72,0.8157,0,0,15.0
309,788.96,500.0,5.42,76.31,0.3945,1,1,329.805
322,607.55,25.0,16.16,168.28,0.7687,1,0,137.171
352,621.95,231.65,12.56,30.79,0.1958,0,0,105.34
670,820.87,73.06,17.27,600.0,0.3744,0,1,308.234
178,216.32,16.96,27.01,136.22,0.3077,0,0,38.953
443,603.88,104.8,57.57,181.47,0.4728,0,0,97.101
178,808.19,257.84,26.11,488.26,0.5134,0,0,228.929
38,623.06,29.68,5.0,600.0,0.5252,0,1,211.079
485,1000.0,126.31,19.82,600.0,0.5946,0,1,322.528
125,744.25,87.45,58.45,184.57,0.8569,0,0,52.453
80,233.89,39.18,26.11,302.84,0.3911,0,0,37.847
151,582.83,35.38,50.0,66.94,0.6831,0,0,15.0
425,760.16,290.9,28.74,95.28,0.7821,0,0,151.781
425,577.87,218.63,36.24,454.7,0.5034,0,0,195.633
493,66.99,96.91,31.09,529.93,0.5906,0,0,177.167
171,477.11,73.61,51.34,188.57,0.6962,0,0,66.83
356,1000.0,31.89,21.71,600.0,0.2007,0,1,302.672
398,488.06,114.43,26.83,397.57,0.6471,0,0,150.114
167,73.51,102.4,43.81,297.51,0.601,0,0,42.274
213,139.86,270.82,7.61,200.06,0.4355,0,0,116.622
210,1000.0,109.15,11.29,600.0,0.6955,0,1,293.347
450,716.86,203.94,12.76,291.7,0.1973,0,1,264.506
338,788.44,205.35,34.65,144.44,0.8545,0,0,88.673
180,537.44,127.01,32.27,91.45,0.6559,1,0,96.247
31,682.35,224.7,34.95,425.13,0.2535,0,0,173.985
635,135.91,349.46,17.9,600.0,0.2409,0,1,329.176
324,629.34,20.22,8.66,112.82,0.728,0,0,109.669
117,726.54,269.91,54.7,93.18,0.3463,0,0,46.224
184,322.83,116.87,22.3,534.06,0.2226,0,0,145.045
794,472.46,54.07,7.33,600.0,0.4462,0,1,317.128
309,1000.0,265.17,33.22,558.49,0.9094,1,0,311.513
297,605.93,213.5,52.07,414.14,0.4701,0,0,156.537
326,675.39,37.23,12.82,437.62,0.5035,1,0,220.842
442,386.38,114.64,35.79,281.1,0.7084,0,0,94.445
195,697.51,282.22,47.92,173.7,0.6261,0,0,90.962
144,593.02,210.19,6.09,331.08,0.3804,0,0,170.732
190,523.73,228.12,38.81,240.01,0.5833,1,0,141.194
407,574.07,216.26,15.33,291.12,0.5302,1,0,210.883
82,115.73,199.74,31.62,349.07,0.2055,0,0,108.203
128,615.95,207.97,7.7,45.83,0.2652,0,0,130.607
122,960.08,38.81,5.32,394.27,0.6096,1,0,214.251
300,341.99,104.3,11.3,245.36,0.3082,0,0,116.357
338,396.6,197.29,14.19,488.53,0.7551,1,0,226.983
306,463.4,355.9,31.94,98.33,0.39,0,1,179.495
144,191.81,217.67,33.21,325.97,0.2544,0,0,90.763
352,1000.0,227.92,14.02,232.68,0.9044,1,0,235.276
38,859.66,218.57,17.92,85.12,0.76,1,0,122.91
622,682.14,167.82,11.86,454.59,0.5053,0,1,259.718
118,135.49,266.35,38.75,274.49,0.6864,0,0,69.236
460,142.42,295.57,34.53,488.13,0.669,0,0,183.092
232,539.83,245.22,23.78,111.45,0.2164,0,0,100.106
350,217.19,277.12,44.21,491.91,0.6626,0,0,146.018
78,431.07,360.63,17.84,55.49,0.3692,1,0,120.317
152,1000.0,86.17,33.81,306.78,0.9037,1,0,161.276
371,456.55,153.78,39.82,403.38,0.5094,0,0,145.848
286,883.15,211.06,11.27,35.99,0.6747,1,0,195.271
382,118.75,142.16,13.14,64.31,0.2905,0,0,87.514
311,310.29,262.2,18.58,172.96,0.542,0,0,117.649
446,1000.0,188.14,23.22,437.63,0.2032,1,1,306.967
696,1000.0,117.64,20.65,391.46,0.3697,1,1,310.022
211,866.65,121.2,39.9,600.0,0.5642,1,0,251.971
677,826.89,75.33,27.87,227.22,0.4634,0,1,242.314
185,243.08,127.28,59.27,557.39,0.4799,0,0,115.678
172,491.9,43.28,24.28,600.0,0.3044,0,0,154.59
661,166.3,56.93,22.87,208.68,0.4924,0,1,159.074
24,211.33,140.58,28.6,485.12,0.2073,0,0,144.384
108,441.44,197.52,51.24,600.0,0.7763,0,0,155.724
59,53.09,194.58,63.7,181.22,0.6718,0,0,15.0
267,239.92,38.39,45.16,305.39,0.7642,0,0,46.217
336,161.84,301.52,49.73,481.4,0.8445,0,0,130.239
26,290.89,46.59,53.33,417.0,0.4115,0,0,69.605
155,1000.0,297.3,6.24,600.0,0.4316,0,1,344.361
255,1000.0,375.97,20.12,369.19,0.4987,0,1,289.579
166,228.37,346.76,30.48,105.93,0.6305,1,0,102.1
64,236.92,165.7,40.12,447.78,0.6278,0,0,116.51
101,689.63,85.01,34.45,220.44,0.8824,0,0,65.474
645,471.83,485.56,9.57,600.0,0.3979,1,1,400.0
361,653.84,180.27,18.28,287.98,0.8082,0,0,166.909
153,112.36,237.59,59.99,296.86,0.6154,0,0,72.27
154,787.02,156.02,28.48,563.79,0.7367,1,0,249.963
58,258.62,282.69,41.06,415.94,0.4477,0,0,123.048
310,1000.0,429.14,5.87,600.0,0.3271,0,1,400.0
210,412.51,221.3,10.89,555.23,0.8403,0,0,189.629
474,237.62,353.71,17.29,177.71,0.7727,1,0,181.081
400,370.06,136.51,12.49,388.99,0.5292,0,0,194.311
398,844.6,94.77,8.53,385.23,0.3816,0,1,252.826
83,1000.0,279.7,5.87,384.59,0.3824,1,0,287.54
347,412.48,190.86,19.5,492.7,0.3341,0,0,214.517
504,217.67,195.88,5.0,523.97,0.3435,1,0,278.353
87,1000.0,166.93,18.82,452.53,0.6478,1,1,246.524
444,198.67,196.29,40.2,484.95,0.3861,0,0,154.557
98,668.22,64.94,32.6,224.15,0.4891,0,0,62.557
384,723.04,224.27,62.29,379.36,0.7087,0,0,130.382
113,141.92,273.73,30.46,549.87,0.6692,0,0,146.574
528,890.03,93.08,32.08,600.0,0.5628,0,1,293.355
126,794.32,302.39,10.3,464.79,0.4654,1,0,269.904
260,317.0,87.01,11.93,529.85,0.4382,1,0,199.587
305,751.72,191.64,14.17,169.93,0.5484,1,0,201.095
295,422.65,259.18,55.5,433.2,0.6273,0,0,139.031
323,582.35,41.74,38.53,402.24,0.9145,1,0,173.204
50,624.49,44.96,18.94,366.41,0.6402,1,0,157.115
333,706.03,378.25,32.46,585.77,0.7355,1,0,353.918
88,563.22,58.46,17.39,265.35,0.8858,0,0,84.486
338,409.03,116.89,40.41,159.97,0.1995,0,0,68.937
127,1000.0,230.4,7.71,600.0,0.2772,0,1,334.468
234,437.71,12.67,39.14,145.79,0.2107,0,0,44.158
210,566.48,64.7,17.43,451.21,0.8431,0,0,155.806
493,371.7,321.35,24.34,522.53,0.4692,1,0,274.564
312,485.09,159.19,27.87,498.93,0.578,0,0,199.865
60,600.35,173.52,21.47,407.06,0.541,1,0,209.784
384,273.5,210.74,14.64,593.49,0.7169,0,0,210.125
110,92.75,108.27,33.0,319.58,0.4708,0,0,77.36
168,467.08,127.63,20.63,77.0,0.2056,0,0,85.21
192,75.62,417.02,8.67,446.23,0.4707,1,0,250.324
596,624.42,352.98,19.27,600.0,0.4125,0,1,325.357
500,338.03,173.46,12.4,486.05,0.493,0,0,221.285
472,513.27,170.77,26.5,248.06,0.3927,0,0,135.011
106,762.67,237.9,23.4,111.21,0.2717,0,0,108.058
50,654.47,169.88,35.69,93.36,0.2224,0,0,67.313
449,1000.0,151.17,22.09,226.69,0.8709,1,0,202.504
146,821.47,125.14,11.62,470.41,0.2396,0,0,210.787
283,104.54,59.2,21.8,322.02,0.4639,0,0,106.791
459,353.75,400.86,23.07,136.6,0.2593,1,0,205.366
180,466.19,292.75,28.34,282.46,0.2186,0,1,174.548
194,98.84,132.71,8.59,235.34,0.6317,0,0,88.858
730,1000.0,183.39,5.92,554.5,0.657,0,1,377.667
499,1000.0,389.65,27.38,600.0,0.3461,0,1,374.765
450,485.35,106.6,22.28,600.0,0.731,0,0,201.506
301,774.22,212.44,20.55,372.53,0.7577,0,0,185.676
179,594.47,243.25,18.06,258.07,0.6613,0,0,143.798
421,356.21,259.75,62.62,135.81,0.8251,0,0,85.17
360,169.0,125.78,34.55,330.35,0.3163,0,0,100.37
479,717.04,247.86,14.13,385.15,0.2643,0,0,247.415
246,773.77,134.97,16.68,232.79,0.5219,1,0,176.924
279,307.52,277.08,19.18,226.89,0.5629,0,0,113.923
264,271.76,19.56,8.21,600.0,0.343,0,1,228.866
138,605.13,184.72,55.62,427.48,0.8333,0,0,106.712
471,659.7,148.91,29.45,271.91,0.2842,0,0,179.062
523,459.31,249.73,41.73,335.17,0.8805,0,0,142.494
293,778.93,70.17,58.37,302.59,0.497,0,0,100.604
445,338.81,35.78,15.08,127.16,0.7544,0,0,82.881
192,752.43,264.15,11.13,513.64,0.4626,0,0,248.44
441,562.37,120.28,19.7,87.14,0.5359,0,0,84.193
299,618.81,96.57,41.31,152.53,0.6505,0,0,53.569
538,1000.0,77.24,10.23,578.31,0.3932,1,1,368.826
543,1000.0,402.46,20.11,504.04,0.6371,0,1,373.6
537,475.85,269.07,5.0,600.0,0.4194,0,1,320.568
459,917.26,286.75,5.0,596.23,0.213,1,0,365.972
194,428.66,267.2,29.37,183.83,0.7368,0,0,104.354
403,84.51,259.37,14.03,120.81,0.5295,0,0,109.695
107,525.46,139.95,46.54,92.13,0.6493,0,0,41.796
115,626.38,71.67,37.15,62.43,0.4396,1,0,81.877
348,428.0,193.09,52.82,474.93,0.6991,0,0,157.227
362,351.21,211.14,32.26,311.13,0.699,0,0,159.346
427,98.95,22.21,19.75,164.87,0.8571,0,0,45.637
146,279.85,356.5,21.63,412.35,0.4414,1,0,230.0
49,572.61,115.39,10.29,456.17,0.3413,0,0,197.368
262,322.65,168.69,34.69,519.19,0.5635,1,0,202.217
470,520.6,158.42,40.0,240.75,0.6852,0,0,117.372
513,452.91,285.27,20.89,415.77,0.5122,0,0,210.288
434,206.99,57.13,49.64,192.43,0.834,0,0,22.942
268,239.93,111.78,17.11,562.3,0.8863,0,0,120.605
411,354.3,145.71,43.68,547.43,0.922,0,0,178.998
125,1000.0,357.39,17.76,420.37,0.2777,1,0,287.167
792,1000.0,199.12,29.45,600.0,0.2708,0,1,357.678
298,342.6,129.18,57.99,375.1,0.4224,0,0,84.174
331,148.31,393.07,13.29,600.0,0.6322,0,1,274.384
307,656.97,273.63,22.91,272.46,0.7553,1,0,220.67
373,505.16,73.8,12.17,437.47,0.2731,1,0,218.754
209,972.71,119.94,18.34,600.0,0.3975,1,1,350.154
66,379.61,190.97,31.17,459.3,0.8844,0,0,122.569
349,509.95,149.15,58.47,202.35,0.3481,0,0,82.899
493,380.5,17.05,34.35,291.29,0.5957,1,0,162.116
532,1000.0,196.19,12.41,581.77,0.5094,0,1,357.704
150,859.08,500.0,5.0,122.83,0.1817,1,1,356.276
339,312.02,229.94,36.89,298.11,0.4924,0,0,163.201
80,743.54,176.11,21.19,81.8,0.821,0,0,90.152
156,326.77,66.89,19.06,304.77,0.2045,0,0,107.768
33,118.13,100.35,32.66,73.87,0.6381,0,0,15.0
249,161.81,296.43,32.25,250.63,0.8385,0,0,84.231
164,586.29,190.72,36.12,579.47,0.4785,0,0,194.208
70,689.62,117.36,14.83,33.8,0.3818,1,0,142.441
167,440.43,238.4,12.54,181.83,0.6919,0,0,109.813
566,202.47,54.49,8.59,436.3,0.3451,0,1,230.492
148,174.75,112.0,44.67,357.56,0.439,0,0,66.638
152,841.03,149.2,12.76,600.0,0.2858,1,1,309.936
292,543.26,341.69,20.04,367.85,0.8399,1,0,224.034
640,573.75,357.75,34.55,600.0,0.5356,0,1,346.498
418,403.05,152.45,58.5,118.72,0.2871,0,0,68.585
241,628.75,134.36,8.94,199.69,0.4191,0,0,134.969
599,1000.0,387.35,30.73,600.0,0.6328,0,1,359.532
724,959.56,95.79,10.71,54.39,0.6,0,1,203.519
317,477.18,32.51,45.8,272.12,0.4355,0,0,84.923
277,187.04,237.23,13.8,299.65,0.7183,0,0,117.916
47,708.34,352.91,8.39,590.29,0.2636,1,0,329.808
157,253.46,111.2,38.82,296.54,0.3136,1,0,134.366
281,1000.0,130.92,14.58,600.0,0.6062,1,1,333.82
200,408.32,210.33,24.44,369.7,0.5667,0,0,124.429
439,501.21,48.89,56.34,188.04,0.2974,0,0,76.971
112,697.71,197.11,19.49,108.59,0.5375,0,0,80.668
259,326.6,203.61,8.96,332.37,0.5406,0,0,135.246
460,126.65,190.71,27.97,40.11,0.8833,0,0,61.242
300,715.48,141.58,45.6,226.22,0.2168,0,0,81.296
119,319.22,257.11,39.05,305.83,0.7466,0,0,97.845
477,360.47,257.98,29.63,331.66,0.737,0,0,174.051
167,290.17,221.65,31.57,301.77,0.747,0,0,132.738
40,348.69,121.23,35.13,539.71,0.768,0,0,100.192
218,415.03,290.34,24.7,115.11,0.7021,0,0,88.989
126,645.08,137.51,9.0,600.0,0.5016,0,0,212.477
394,608.93,43.52,13.82,449.86,0.2376,0,0,202.408
116,460.71,64.51,43.81,481.56,0.8551,0,0,90.405
386,649.46,119.62,49.4,365.19,0.3558,0,0,176.488
38,675.3,56.54,27.74,146.55,0.4005,0,0,46.932
439,94.59,242.16,22.12,464.45,0.3097,0,0,187.183
40,458.31,13.37,40.92,523.76,0.4206,0,0,122.679
494,81.99,124.28,6.41,469.63,0.4509,0,0,194.453
51,408.98,361.38,24.81,513.69,0.4358,1,0,231.711
423,650.86,41.12,30.37,66.28,0.497,0,0,51.669
427,654.97,163.46,29.71,560.89,0.6825,0,0,216.973
289,750.74,274.54,5.31,600.0,0.9194,0,0,269.429
60,1000.0,59.41,20.57,600.0,0.4139,1,1,287.33
328,105.64,109.85,14.23,382.35,0.9241,0,0,123.785
339,145.46,21.21,10.52,533.9,0.2392,0,0,162.796
309,251.62,215.65,27.48,404.7,0.4545,0,0,146.073
306,489.58,174.29,33.44,304.09,0.2217,1,0,162.422
514,471.7,295.58,50.11,545.35,0.6219,0,0,253.249
462,543.51,211.15,35.37,154.03,0.8523,0,0,119.105
268,184.36,182.84,34.5,545.17,0.3554,0,0,147.006
102,348.38,386.72,18.08,480.38,0.5103,0,1,218.794
79,249.06,66.69,5.0,206.67,0.7332,1,0,114.757
355,631.84,243.15,19.85,338.06,0.2735,0,0,168.045
513,390.53,275.7,15.82,382.56,0.4805,1,0,239.411
219,180.58,211.4,36.01,129.77,0.2944,0,0,73.407
68,366.22,196.22,43.31,429.11,0.4526,0,0,130.673
204,253.48,45.36,58.34,239.81,0.7335,0,0,25.456
190,490.17,325.79,22.59,434.29,0.3901,1,0,237.2
460,980.55,241.25,27.04,112.04,0.8926,1,0,218.219
336,389.27,326.77,38.43,64.22,0.7523,1,0,104.342
